commune,candidat,pct_2017,target_2017,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,population_municipale,pct_2022,target_2022,Tg
Roucourt,FILLON,20.68,0.0,8.7,23749.0,50.9,0.0,450.0,0.0,0.0,0
Roucourt,LE PEN,30.51,1.0,8.7,23749.0,50.9,0.0,450.0,28.9,1.0,1
Roucourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,0
Rousies,LE PEN,37.42,1.0,19.56,19213.0,53.31,27.4,4015.0,39.91,1.0,1
Rousies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,0.0,0
Rousies,MÉLENCHON,17.39,0.0,19.56,19213.0,53.31,27.4,4015.0,0.0,0.0,0
Rouvignies,LE PEN,41.58,1.0,19.68,19280.0,48.15,27.27,660.0,41.71,1.0,1
Rouvignies,MÉLENCHON,20.92,0.0,19.68,19280.0,48.15,27.27,660.0,19.52,0.0,0
Rubrouck,FILLON,28.08,1.0,9.18,20951.0,52.11,0.0,944.0,0.0,0.0,0
Rubrouck,LE PEN,25.51,0.0,9.18,20951.0,52.11,0.0,944.0,28.75,0.0,0
Rubrouck,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,1.0,1
Ruesnes,FILLON,20.83,0.0,6.52,22156.0,53.89,0.0,439.0,0.0,0.0,0
Ruesnes,LE PEN,30.56,1.0,6.52,22156.0,53.89,0.0,439.0,32.18,1.0,1
Ruesnes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12,0.0,0
Rumegies,FILLON,21.51,0.0,10.81,22786.0,54.54,6.81,1763.0,0.0,0.0,0
Rumegies,LE PEN,29.42,1.0,10.81,22786.0,54.54,6.81,1763.0,31.65,1.0,1
Rumegies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.98,0.0,0
Rumilly-en-Cambrésis,LE PEN,27.93,1.0,15.77,19991.0,50.15,4.1,1462.0,35.56,1.0,1
Rumilly-en-Cambrésis,MACRON,20.34,0.0,15.77,19991.0,50.15,4.1,1462.0,24.77,0.0,0
Râches,LE PEN,35.21,1.0,13.86,19793.0,54.32,18.26,2738.0,38.22,1.0,1
Râches,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.72,0.0,0
Râches,MÉLENCHON,19.85,0.0,13.86,19793.0,54.32,18.26,2738.0,0.0,0.0,0
Sailly-lez-Cambrai,FILLON,20.38,0.0,13.96,20542.0,57.03,0.0,468.0,0.0,0.0,0
Sailly-lez-Cambrai,LE PEN,32.69,1.0,13.96,20542.0,57.03,0.0,468.0,32.6,1.0,1
Sailly-lez-Cambrai,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19,0.0,0
Sailly-lez-Lannoy,FILLON,38.46,1.0,5.38,27867.0,67.42,19.74,1773.0,0.0,0.0,0
Sailly-lez-Lannoy,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,0.0,0
Sailly-lez-Lannoy,MACRON,27.04,0.0,5.38,27867.0,67.42,19.74,1773.0,46.52,1.0,1
Sainghin-en-Mélantois,FILLON,32.5,1.0,8.79,28058.0,71.0,39.82,2687.0,0.0,0.0,0
Sainghin-en-Mélantois,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56,0.0,0
Sainghin-en-Mélantois,MACRON,26.84,0.0,8.79,28058.0,71.0,39.82,2687.0,41.18,1.0,1
Sainghin-en-Weppes,LE PEN,26.52,1.0,9.5,22481.0,59.29,26.06,5640.0,29.04,0.0,0
Sainghin-en-Weppes,MACRON,22.5,0.0,9.5,22481.0,59.29,26.06,5640.0,31.18,1.0,1
Sains-du-Nord,LE PEN,41.57,1.0,21.56,17258.0,56.12,20.42,2939.0,44.77,1.0,1
Sains-du-Nord,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,0.0,0
Sains-du-Nord,MÉLENCHON,16.86,0.0,21.56,17258.0,56.12,20.42,2939.0,0.0,0.0,0
Saint-Amand-les-Eaux,LE PEN,31.2,1.0,17.54,18617.0,58.0,55.06,16147.0,28.24,1.0,1
Saint-Amand-les-Eaux,MÉLENCHON,23.3,0.0,17.54,18617.0,58.0,55.06,16147.0,0.0,0.0,0
Saint-Amand-les-Eaux,ROUSSEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71,0.0,0
Saint-André-lez-Lille,MACRON,27.95,1.0,11.22,21954.0,65.17,38.64,12293.0,35.16,1.0,1
Saint-André-lez-Lille,MÉLENCHON,19.4,0.0,11.22,21954.0,65.17,38.64,12293.0,22.45,0.0,0
Saint-Aubert,LE PEN,40.88,1.0,9.93,18971.0,51.6,8.29,1569.0,47.04,1.0,1
Saint-Aubert,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,0.0,0
Saint-Aubert,MÉLENCHON,19.45,0.0,9.93,18971.0,51.6,8.29,1569.0,0.0,0.0,0
Saint-Aubin,FILLON,25.4,0.0,5.88,22054.0,53.31,0.0,367.0,0.0,0.0,0
Saint-Aubin,LE PEN,32.66,1.0,5.88,22054.0,53.31,0.0,367.0,32.98,1.0,1
Saint-Aubin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,0.0,0
Saint-Aybert,FILLON,19.13,0.0,18.94,20884.0,49.02,18.77,373.0,0.0,0.0,0
Saint-Aybert,LE PEN,34.78,1.0,18.94,20884.0,49.02,18.77,373.0,39.78,1.0,1
Saint-Aybert,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43,0.0,0
Saint-Benin,LE PEN,49.09,1.0,13.79,18102.0,47.15,0.0,338.0,37.02,1.0,1
Saint-Benin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99,0.0,0
Saint-Benin,MÉLENCHON,19.09,0.0,13.79,18102.0,47.15,0.0,338.0,0.0,0.0,0
Saint-Georges-sur-l'Aa,FILLON,17.49,0.0,11.11,20825.0,51.47,0.0,309.0,0.0,0.0,0
Saint-Georges-sur-l'Aa,LE PEN,37.16,1.0,11.11,20825.0,51.47,0.0,309.0,34.72,1.0,1
Saint-Georges-sur-l'Aa,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.39,0.0,0
Saint-Hilaire-lez-Cambrai,LE PEN,36.86,1.0,15.83,19010.0,54.84,12.27,1630.0,46.47,1.0,1
Saint-Hilaire-lez-Cambrai,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,0.0,0
Saint-Hilaire-lez-Cambrai,MÉLENCHON,21.88,0.0,15.83,19010.0,54.84,12.27,1630.0,0.0,0.0,0
Saint-Hilaire-sur-Helpe,LE PEN,34.11,1.0,13.33,19674.0,51.61,0.0,809.0,33.57,1.0,1
Saint-Hilaire-sur-Helpe,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57,0.0,0
Saint-Hilaire-sur-Helpe,MÉLENCHON,18.41,0.0,13.33,19674.0,51.61,0.0,809.0,0.0,0.0,0
Saint-Jans-Cappel,LE PEN,24.41,1.0,13.64,23661.0,59.34,5.78,1730.0,24.71,0.0,0
Saint-Jans-Cappel,MACRON,24.41,0.0,13.64,23661.0,59.34,5.78,1730.0,36.6,1.0,1
Saint-Martin-sur-Ecaillon,LE PEN,28.36,1.0,10.87,21849.0,55.56,0.0,520.0,26.18,0.0,0
Saint-Martin-sur-Ecaillon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.81,1.0,1
Saint-Martin-sur-Ecaillon,MÉLENCHON,21.49,0.0,10.87,21849.0,55.56,0.0,520.0,0.0,0.0,0
Saint-Momelin,LE PEN,32.92,1.0,19.05,17249.0,54.37,0.0,480.0,41.81,1.0,1
Saint-Momelin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0
Saint-Momelin,MÉLENCHON,20.16,0.0,19.05,17249.0,54.37,0.0,480.0,0.0,0.0,0
Saint-Pierre-Brouck,LE PEN,27.48,1.0,14.89,20756.0,46.68,0.0,993.0,36.1,1.0,1
Saint-Pierre-Brouck,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08,0.0,0
Saint-Pierre-Brouck,MÉLENCHON,19.19,0.0,14.89,20756.0,46.68,0.0,993.0,0.0,0.0,0
Saint-Python,LE PEN,38.63,1.0,18.39,18251.0,50.13,10.87,1012.0,41.62,1.0,1
Saint-Python,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.54,0.0,0
Saint-Python,MÉLENCHON,23.41,0.0,18.39,18251.0,50.13,10.87,1012.0,0.0,0.0,0
Saint-Remy-Chaussée,LE PEN,41.61,1.0,13.33,20578.0,46.48,0.0,510.0,42.8,1.0,1
Saint-Remy-Chaussée,MACRON,17.83,0.0,13.33,20578.0,46.48,0.0,510.0,16.73,0.0,0
Saint-Remy-du-Nord,FILLON,18.77,0.0,11.11,19234.0,42.91,8.03,1121.0,0.0,0.0,0
Saint-Remy-du-Nord,LE PEN,38.27,1.0,11.11,19234.0,42.91,8.03,1121.0,46.97,1.0,1
Saint-Remy-du-Nord,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0
Saint-Saulve,FILLON,20.97,0.0,15.89,20258.0,56.86,42.38,11161.0,0.0,0.0,0
Saint-Saulve,LE PEN,27.84,1.0,15.89,20258.0,56.86,42.38,11161.0,30.04,1.0,1
Saint-Saulve,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45,0.0,0
Saint-Souplet,LE PEN,43.75,1.0,23.15,17142.0,51.36,9.73,1233.0,50.59,1.0,1
Saint-Souplet,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47,0.0,0
Saint-Souplet,MÉLENCHON,15.49,0.0,23.15,17142.0,51.36,9.73,1233.0,0.0,0.0,0
Saint-Sylvestre-Cappel,FILLON,22.25,0.0,10.18,21373.0,53.35,0.0,1171.0,0.0,0.0,0
Saint-Sylvestre-Cappel,LE PEN,31.61,1.0,10.18,21373.0,53.35,0.0,1171.0,32.51,1.0,1
Saint-Sylvestre-Cappel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79,0.0,0
Saint-Vaast-en-Cambrésis,LE PEN,36.98,1.0,15.51,18743.0,58.23,0.0,906.0,44.78,1.0,1
Saint-Vaast-en-Cambrésis,MÉLENCHON,24.65,0.0,15.51,18743.0,58.23,0.0,906.0,16.87,0.0,0
Saint-Waast,LE PEN,34.76,1.0,3.33,21404.0,54.13,0.0,630.0,35.1,1.0,1
Saint-Waast,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.0,0
Saint-Waast,MÉLENCHON,19.14,0.0,3.33,21404.0,54.13,0.0,630.0,0.0,0.0,0
Sainte-Marie-Cappel,LE PEN,24.02,0.0,10.34,23226.0,57.17,0.0,878.0,22.7,0.0,0
Sainte-Marie-Cappel,MACRON,25.98,1.0,10.34,23226.0,57.17,0.0,878.0,33.96,1.0,1
Salesches,FILLON,23.44,0.0,15.63,19656.0,52.56,0.0,291.0,0.0,0.0,0
Salesches,LE PEN,27.27,1.0,15.63,19656.0,52.56,0.0,291.0,36.0,1.0,1
Salesches,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57,0.0,0
Salomé,LE PEN,34.48,1.0,12.29,20222.0,53.01,14.15,2969.0,39.94,1.0,1
Salomé,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0
Salomé,MÉLENCHON,21.17,0.0,12.29,20222.0,53.01,14.15,2969.0,0.0,0.0,0
Saméon,FILLON,23.88,0.0,6.04,26149.0,66.47,13.41,1641.0,0.0,0.0,0
Saméon,LE PEN,24.55,1.0,6.04,26149.0,66.47,13.41,1641.0,24.52,0.0,0
Saméon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.38,1.0,1
Sancourt,FILLON,15.5,0.0,4.55,21087.0,57.52,0.0,198.0,0.0,0.0,0
Sancourt,LE PEN,48.84,1.0,4.55,21087.0,57.52,0.0,198.0,43.22,1.0,1
Sancourt,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49,0.0,0
Santes,LE PEN,23.94,0.0,7.34,24230.0,61.11,17.68,5768.0,24.73,0.0,0
Santes,MACRON,24.07,1.0,7.34,24230.0,61.11,17.68,5768.0,35.92,1.0,1
Sars-Poteries,LE PEN,41.15,1.0,20.95,16385.0,50.05,12.99,1463.0,42.2,1.0,1
Sars-Poteries,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.15,0.0,0
Sars-Poteries,MÉLENCHON,18.11,0.0,20.95,16385.0,50.05,12.99,1463.0,0.0,0.0,0
Sars-et-Rosières,LE PEN,26.01,1.0,1.82,25852.0,65.43,0.0,574.0,25.12,0.0,0
Sars-et-Rosières,MACRON,22.52,0.0,1.82,25852.0,65.43,0.0,574.0,33.97,1.0,1
Sassegnies,LE PEN,42.2,1.0,17.77,20683.0,53.54,0.0,275.0,41.86,1.0,1
Sassegnies,MÉLENCHON,16.18,0.0,17.77,20683.0,53.54,0.0,275.0,0.0,0.0,0
Sassegnies,ZEMMOUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.53,0.0,0
Saultain,LE PEN,29.51,1.0,10.43,21941.0,55.74,23.09,2339.0,32.21,1.0,1
Saultain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,0.0,0
Saultain,MÉLENCHON,21.88,0.0,10.43,21941.0,55.74,23.09,2339.0,0.0,0.0,0
Saulzoir,LE PEN,32.73,1.0,9.3,19672.0,54.22,5.6,1787.0,36.43,1.0,1
Saulzoir,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78,0.0,0
Saulzoir,MÉLENCHON,20.89,0.0,9.3,19672.0,54.22,5.6,1787.0,0.0,0.0,0
Sebourg,FILLON,27.77,1.0,4.74,27921.0,66.73,3.05,1966.0,0.0,0.0,0
Sebourg,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.78,0.0,0
Sebourg,MACRON,22.94,0.0,4.74,27921.0,66.73,3.05,1966.0,32.33,1.0,1
Seclin,LE PEN,27.36,1.0,14.65,20479.0,61.94,86.42,12463.0,29.24,1.0,1
Seclin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41,0.0,0
Seclin,MÉLENCHON,24.34,0.0,14.65,20479.0,61.94,86.42,12463.0,0.0,0.0,0
Semousies,FILLON,28.21,0.0,4.35,22551.0,50.56,0.0,246.0,0.0,0.0,0
Semousies,LE PEN,35.26,1.0,4.35,22551.0,50.56,0.0,246.0,39.86,1.0,1
Semousies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73,0.0,0
Sepmeries,LE PEN,30.14,1.0,16.13,22651.0,57.14,0.0,672.0,31.73,1.0,1
Sepmeries,MACRON,23.44,0.0,16.13,22651.0,57.14,0.0,672.0,28.93,0.0,0
Sequedin,LE PEN,27.18,1.0,6.69,23206.0,56.94,43.19,4700.0,27.46,0.0,0
Sequedin,MACRON,24.47,0.0,6.69,23206.0,56.94,43.19,4700.0,36.47,1.0,1
Sercus,FILLON,26.55,1.0,2.22,21369.0,56.99,0.0,450.0,0.0,0.0,0
Sercus,LE PEN,25.09,0.0,2.22,21369.0,56.99,0.0,450.0,29.39,0.0,0
Sercus,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13,1.0,1
Sin-le-Noble,LE PEN,35.8,1.0,22.91,16698.0,54.25,60.02,15446.0,37.84,1.0,1
Sin-le-Noble,MÉLENCHON,26.77,0.0,22.91,16698.0,54.25,60.02,15446.0,24.93,0.0,0
Socx,FILLON,38.35,1.0,8.05,26423.0,57.2,0.0,934.0,0.0,0.0,0
Socx,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,0.0,0
Socx,MACRON,18.88,0.0,8.05,26423.0,57.2,0.0,934.0,41.22,1.0,1
Solesmes,LE PEN,41.94,1.0,27.43,17066.0,51.12,36.24,4387.0,45.71,1.0,1
Solesmes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.45,0.0,0
Solesmes,MÉLENCHON,18.44,0.0,27.43,17066.0,51.12,36.24,4387.0,0.0,0.0,0
Solre-le-Château,LE PEN,30.76,1.0,18.91,18719.0,57.08,24.02,1832.0,35.1,1.0,1
Solre-le-Château,MACRON,19.34,0.0,18.91,18719.0,57.08,24.02,1832.0,28.98,0.0,0
Solrinnes,FILLON,25.33,0.0,30.77,20161.0,46.53,0.0,136.0,0.0,0.0,0
Solrinnes,LE PEN,42.67,1.0,30.77,20161.0,46.53,0.0,136.0,42.65,1.0,1
Solrinnes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06,0.0,0
Somain,LE PEN,38.29,1.0,22.74,17000.0,52.38,51.89,12488.0,41.39,1.0,1
Somain,MÉLENCHON,28.57,0.0,22.74,17000.0,52.38,51.89,12488.0,20.63,0.0,0
Sommaing,LE PEN,30.14,1.0,6.98,23706.0,60.81,0.0,421.0,32.39,1.0,1
Sommaing,MACRON,25.53,0.0,6.98,23706.0,60.81,0.0,421.0,26.06,0.0,0
Spycker,LE PEN,38.12,1.0,7.14,22558.0,52.14,0.0,1807.0,42.42,1.0,1
Spycker,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0
Spycker,MÉLENCHON,19.79,0.0,7.14,22558.0,52.14,0.0,1807.0,0.0,0.0,0
Staple,FILLON,24.7,0.0,6.85,19853.0,55.0,0.0,665.0,0.0,0.0,0
Staple,LE PEN,29.93,1.0,6.85,19853.0,55.0,0.0,665.0,32.29,1.0,1
Staple,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29,0.0,0
Steenbecque,LE PEN,26.63,1.0,9.09,20635.0,55.39,0.0,1707.0,31.49,1.0,1
Steenbecque,MACRON,22.31,0.0,9.09,20635.0,55.39,0.0,1707.0,30.22,0.0,0
Steene,LE PEN,34.75,1.0,7.52,21812.0,51.5,0.0,1335.0,41.69,1.0,1
Steene,MACRON,18.35,0.0,7.52,21812.0,51.5,0.0,1335.0,27.63,0.0,0
Steenvoorde,FILLON,24.0,0.0,9.93,20916.0,59.19,16.34,4344.0,0.0,0.0,0
Steenvoorde,LE PEN,29.12,1.0,9.93,20916.0,59.19,16.34,4344.0,29.6,0.0,0
Steenvoorde,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.88,1.0,1
Steenwerck,FILLON,20.46,0.0,10.42,21998.0,55.68,18.21,3624.0,0.0,0.0,0
Steenwerck,LE PEN,28.71,1.0,10.42,21998.0,55.68,18.21,3624.0,27.32,0.0,0
Steenwerck,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82,1.0,1
Strazeele,LE PEN,30.83,1.0,8.6,22437.0,53.88,8.41,951.0,33.06,1.0,1
Strazeele,MACRON,20.11,0.0,8.6,22437.0,53.88,8.41,951.0,28.8,0.0,0
Sémeries,LE PEN,31.69,1.0,5.66,20013.0,46.91,0.0,546.0,36.83,1.0,1
Sémeries,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.55,0.0,0
Sémeries,MÉLENCHON,20.31,0.0,5.66,20013.0,46.91,0.0,546.0,0.0,0.0,0
Séranvillers-Forenville,FILLON,20.65,0.0,14.24,21865.0,58.24,0.0,404.0,0.0,0.0,0
Séranvillers-Forenville,LE PEN,33.2,1.0,14.24,21865.0,58.24,0.0,404.0,37.6,1.0,1
Séranvillers-Forenville,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0
Taisnières-en-Thiérache,LE PEN,42.16,1.0,12.9,19683.0,52.46,0.0,464.0,44.61,1.0,1
Taisnières-en-Thiérache,MACRON,16.01,0.0,12.9,19683.0,52.46,0.0,464.0,15.61,0.0,0
Taisnières-sur-Hon,FILLON,31.21,0.0,2.19,23728.0,56.22,6.13,978.0,0.0,0.0,0
Taisnières-sur-Hon,LE PEN,37.58,1.0,2.19,23728.0,56.22,6.13,978.0,35.25,1.0,1
Taisnières-sur-Hon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78,0.0,0
Templemars,LE PEN,24.5,0.0,8.16,24681.0,63.08,47.08,3356.0,25.16,0.0,0
Templemars,MACRON,26.63,1.0,8.16,24681.0,63.08,47.08,3356.0,31.16,1.0,1
Templeuve-en-Pévèle,LE PEN,22.52,0.0,8.53,24117.0,61.38,28.84,5930.0,22.45,0.0,0
Templeuve-en-Pévèle,MACRON,25.19,1.0,8.53,24117.0,61.38,28.84,5930.0,35.03,1.0,1
Terdeghem,FILLON,26.82,1.0,14.58,22303.0,59.28,0.0,548.0,0.0,0.0,0
Terdeghem,LE PEN,25.52,0.0,14.58,22303.0,59.28,0.0,548.0,26.61,0.0,0
Terdeghem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75,1.0,1
Thiant,LE PEN,40.91,1.0,17.12,19279.0,49.68,13.04,2837.0,42.32,1.0,1
Thiant,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.55,0.0,0
Thiant,MÉLENCHON,20.49,0.0,17.12,19279.0,49.68,13.04,2837.0,0.0,0.0,0
Thiennes,LE PEN,34.32,1.0,14.29,18925.0,48.75,0.0,910.0,38.26,1.0,1
Thiennes,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.53,0.0,0
Thiennes,MÉLENCHON,17.94,0.0,14.29,18925.0,48.75,0.0,910.0,0.0,0.0,0
Thivencelle,LE PEN,48.81,1.0,33.75,16662.0,46.42,29.34,852.0,51.76,1.0,1
Thivencelle,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0
Thivencelle,MÉLENCHON,13.45,0.0,33.75,16662.0,46.42,29.34,852.0,0.0,0.0,0
Thumeries,LE PEN,34.28,1.0,7.75,22508.0,59.57,21.71,3915.0,33.09,1.0,1
Thumeries,MACRON,21.86,0.0,7.75,22508.0,59.57,21.71,3915.0,28.52,0.0,0
Thun-Saint-Amand,LE PEN,31.75,1.0,19.19,20145.0,56.33,11.49,1131.0,30.45,1.0,1
Thun-Saint-Amand,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0
Thun-Saint-Amand,MÉLENCHON,21.43,0.0,19.19,20145.0,56.33,11.49,1131.0,0.0,0.0,0
Thun-Saint-Martin,LE PEN,31.6,1.0,11.36,22806.0,58.53,0.0,521.0,38.23,1.0,1
Thun-Saint-Martin,MACRON,20.55,0.0,11.36,22806.0,58.53,0.0,521.0,29.05,0.0,0
Thun-l'Evêque,LE PEN,38.44,1.0,7.04,21784.0,51.11,0.0,750.0,38.02,1.0,1
Thun-l'Evêque,MACRON,16.67,0.0,7.04,21784.0,51.11,0.0,750.0,28.35,0.0,0
Tilloy-lez-Cambrai,FILLON,24.34,0.0,11.86,24400.0,58.01,0.0,569.0,0.0,0.0,0
Tilloy-lez-Cambrai,LE PEN,25.54,1.0,11.86,24400.0,58.01,0.0,569.0,28.44,0.0,0
Tilloy-lez-Cambrai,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1
Tilloy-lez-Marchiennes,LE PEN,23.27,0.0,10.17,26000.0,62.99,0.0,527.0,25.5,0.0,0
Tilloy-lez-Marchiennes,MACRON,25.21,1.0,10.17,26000.0,62.99,0.0,527.0,31.5,1.0,1
Toufflers,LE PEN,28.77,1.0,11.99,22918.0,57.39,45.88,3923.0,26.93,0.0,0
Toufflers,MACRON,22.5,0.0,11.99,22918.0,57.39,45.88,3923.0,32.08,1.0,1
Tourcoing,LE PEN,25.08,0.0,23.84,16548.0,58.46,58.14,97476.0,25.25,0.0,0
Tourcoing,MÉLENCHON,27.95,1.0,23.84,16548.0,58.46,58.14,97476.0,36.82,1.0,1
Tourmignies,FILLON,28.77,0.0,5.44,27263.0,62.07,0.0,891.0,0.0,0.0,0
Tourmignies,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.48,0.0,0
Tourmignies,MACRON,28.77,1.0,5.44,27263.0,62.07,0.0,891.0,35.93,1.0,1
Tressin,FILLON,29.72,1.0,6.77,26512.0,62.26,20.61,1407.0,0.0,0.0,0
Tressin,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.52,0.0,0
Tressin,MACRON,28.42,0.0,6.77,26512.0,62.26,20.61,1407.0,40.4,1.0,1
Trith-Saint-Léger,LE PEN,41.84,1.0,19.86,17525.0,49.73,33.38,6261.0,42.55,1.0,1
Trith-Saint-Léger,MÉLENCHON,27.61,0.0,19.86,17525.0,49.73,33.38,6261.0,20.46,0.0,0
Troisvilles,LE PEN,38.75,1.0,18.98,18412.0,51.93,0.0,836.0,47.17,1.0,1
Troisvilles,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0.0,0
Troisvilles,MÉLENCHON,19.15,0.0,18.98,18412.0,51.93,0.0,836.0,0.0,0.0,0
Trélon,LE PEN,43.55,1.0,16.89,16825.0,56.62,13.72,2915.0,47.65,1.0,1
Trélon,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96,0.0,0
Trélon,MÉLENCHON,17.99,0.0,16.89,16825.0,56.62,13.72,2915.0,0.0,0.0,0
Téteghem-Coudekerque-Village,FILLON,24.15,0.0,13.66,24112.0,56.91,22.93,8113.0,0.0,0.0,0
Téteghem-Coudekerque-Village,LE PEN,24.54,1.0,13.66,24112.0,56.91,22.93,8113.0,28.25,0.0,0
Téteghem-Coudekerque-Village,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54,1.0,1
Uxem,LE PEN,27.62,1.0,9.86,23801.0,55.44,0.0,1411.0,31.49,0.0,0
Uxem,MACRON,23.83,0.0,9.86,23801.0,55.44,0.0,1411.0,32.3,1.0,1
Valenciennes,LE PEN,23.53,1.0,21.86,17978.0,61.63,82.81,43680.0,24.9,0.0,0
Valenciennes,MACRON,22.33,0.0,21.86,17978.0,61.63,82.81,43680.0,28.95,1.0,1
Vendegies-au-Bois,FILLON,19.13,0.0,3.62,21231.0,56.29,0.0,492.0,0.0,0.0,0
Vendegies-au-Bois,LE PEN,31.54,1.0,3.62,21231.0,56.29,0.0,492.0,34.81,1.0,1
Vendegies-au-Bois,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26,0.0,0
Vendegies-sur-Ecaillon,LE PEN,30.07,1.0,8.63,24422.0,59.43,0.0,1075.0,32.06,1.0,1
Vendegies-sur-Ecaillon,MACRON,21.93,0.0,8.63,24422.0,59.43,0.0,1075.0,26.76,0.0,0
Vendeville,FILLON,25.07,0.0,6.67,26184.0,62.69,52.86,1627.0,0.0,0.0,0
Vendeville,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.03,0.0,0
Vendeville,MACRON,26.84,1.0,6.67,26184.0,62.69,52.86,1627.0,36.68,1.0,1
Verchain-Maugré,LE PEN,30.47,1.0,13.86,21917.0,55.51,0.0,970.0,42.31,1.0,1
Verchain-Maugré,MACRON,20.31,0.0,13.86,21917.0,55.51,0.0,970.0,21.55,0.0,0
Verlinghem,FILLON,39.1,1.0,6.14,28054.0,67.56,31.08,2445.0,0.0,0.0,0
Verlinghem,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.81,0.0,0
Verlinghem,MACRON,23.32,0.0,6.14,28054.0,67.56,31.08,2445.0,44.28,1.0,1
Vertain,FILLON,21.86,0.0,19.23,21894.0,56.87,0.0,523.0,0.0,0.0,0
Vertain,LE PEN,31.44,1.0,19.23,21894.0,56.87,0.0,523.0,31.81,1.0,1
